时间,电压,周期,温箱数据
11:28:49,35.000,2,080
11:28:51,35.000,2,078
11:28:53,35.000,2,079
11:28:55,25.000,2,081
11:28:57,25.000,2,080
11:28:59,25.000,2,080
11:29:01,25.000,2,080
11:29:03,25.000,2,080
11:29:05,35.000,2,079
11:29:07,35.000,2,080
11:29:09,35.000,2,081
11:29:11,35.000,2,080
11:29:13,35.000,2,080
11:29:15,35.000,2,080
11:29:17,35.000,2,080
11:29:19,35.000,2,080
11:29:21,35.000,2,080
11:29:23,35.000,2,080
11:29:25,25.000,2,081
11:29:27,25.000,2,080
11:29:29,25.000,2,080
11:29:31,25.000,2,080
11:29:33,25.000,2,081
11:29:35,35.000,2,079
11:29:37,35.000,2,078
11:29:39,35.000,2,080
11:29:41,35.000,2,080
11:29:43,35.000,2,080
11:29:45,25.000,2,078
11:29:47,25.000,2,080
11:29:49,25.000,2,080
11:29:51,25.000,2,080
11:29:53,25.000,2,080
11:29:55,25.000,2,079
11:29:57,25.000,2,080
11:29:59,25.000,2,080
11:30:01,25.000,2,079
11:30:03,25.000,2,080
11:30:05,35.000,2,079
11:30:07,35.000,2,079
11:30:09,35.000,2,080
11:30:11,35.000,2,080
11:30:13,35.000,2,080
11:30:15,35.000,2,081
11:30:17,35.000,2,080
11:30:19,35.000,2,080
11:30:21,35.000,2,080
11:30:23,35.000,2,079
11:30:25,35.000,2,080
11:30:27,35.000,2,080
11:30:29,35.000,2,080
11:30:31,35.000,2,080
11:30:33,35.000,2,080
11:30:35,25.000,2,080
11:30:37,25.000,2,080
11:30:39,25.000,2,080
11:30:41,25.000,2,080
11:30:43,25.000,2,080
11:30:45,25.000,2,080
11:30:47,25.000,2,081
11:30:49,25.000,2,080
11:30:51,25.000,2,081
11:30:53,25.000,2,081
11:30:55,35.000,2,081
11:30:57,35.000,2,078
11:30:59,35.000,2,079
11:31:01,35.000,2,081
11:31:03,35.000,2,081
11:31:05,25.000,2,080
11:31:07,25.000,2,081
11:31:09,25.000,2,082
11:31:11,25.000,2,081
11:31:13,25.000,2,079
11:31:15,25.000,2,080
11:31:17,25.000,2,078
11:31:19,25.000,2,081
11:31:21,25.000,2,080
11:31:23,25.000,2,080
11:31:25,25.000,2,080
11:31:27,25.000,2,079
11:31:29,25.000,2,081
11:31:31,25.000,2,080
11:31:33,25.000,2,079
11:31:35,25.000,2,079
11:31:37,25.000,2,080
11:31:39,25.000,2,080
11:31:41,25.000,2,080
11:31:43,25.000,2,081
11:31:45,35.000,2,080
11:31:47,35.000,2,080
